visa_type,continent,age,education_level,occupation_category,income_level_usd,has_strong_home_ties,prior_visa_violations,prior_us_travel,documentation_quality,social_media_flag,criminal_background,admin_processing_delay,country_of_origin,approval_status,gender,marital_status,number_of_dependents
J-1,Europe,31,High School,Businessperson,23080.451459331205,Yes,No,Once,Medium,Clean,No,No,France,1,Female,Married,0
O-1,North America,57,Bachelor,Scientist,0.0,Yes,No,Multiple,High,Clean,No,No,Canada,1,Male,Divorced,0
B-1,Africa,64,Bachelor,Athlete,0.0,Yes,Yes,Never,Medium,Clean,No,No,Kenya,1,Male,Married,0
F-1,Europe,30,Bachelor,Student,58895.79095399863,Yes,No,Never,High,Clean,No,No,UK,1,Male,Married,1
B-1,Africa,79,Master,Technician,49499.57637817302,No,No,Never,High,Negative Content,No,No,Ghana,0,Male,Married,1
TN,Asia,48,Master,Athlete,16077.527282074145,Yes,No,Never,Low,Clean,No,No,Philippines,1,Male,Single,0
B-2,Asia,37,Master,Technician,20397.888762296978,Yes,No,Never,Medium,Clean,No,No,Pakistan,1,Male,Single,1
TN,Africa,64,High School,Athlete,13481.409030412047,Yes,No,Multiple,Low,Clean,No,No,South Africa,1,Female,Single,3
TN,Africa,67,PhD,Businessperson,23636.956350434568,No,No,Never,High,Clean,No,No,South Africa,1,Female,Single,1
B-1,Europe,38,High School,Athlete,33526.534807893135,Yes,No,Once,Medium,Clean,No,No,France,1,Female,Single,1
J-1,North America,27,Bachelor,Businessperson,41415.315645962444,No,No,Never,Medium,Clean,No,Yes,Guatemala,1,Male,Single,2
O-1,South America,61,High School,Professor,20847.659447908438,Yes,No,Never,High,Clean,No,No,Brazil,1,Female,Single,0
TN,North America,73,Bachelor,Professor,32381.292029520322,No,No,Once,High,Clean,No,No,Canada,1,Female,Married,2
O-1,Europe,68,Bachelor,Student,21474.618451260336,Yes,No,Multiple,High,Clean,No,No,France,1,Male,Married,1
L-1,Europe,4,PhD,Athlete,19863.731494613992,Yes,No,Once,Medium,Clean,No,No,UK,1,Female,Married,3
J-1,Africa,49,Bachelor,Scientist,43706.77004440923,Yes,No,Never,High,Clean,No,No,Nigeria,1,Male,Single,0
B-2,Asia,42,Bachelor,Scientist,10774.302618950936,Yes,No,Never,Medium,Clean,No,No,China,1,Male,Divorced,2
O-1,South America,44,Bachelor,Athlete,25301.013292705902,No,No,Once,Low,Clean,No,No,Argentina,1,Female,Single,1
B-1,North America,28,Master,Professor,25420.53477486573,Yes,No,Never,High,Clean,No,No,Canada,1,Male,Married,3
F-1,South America,6,High School,Athlete,34079.98945589338,Yes,No,Never,Medium,Clean,No,No,Colombia,1,Male,Single,0
TN,North America,45,High School,Student,28556.221043725745,Yes,No,Never,High,Clean,No,No,Mexico,1,Female,Single,0
J-1,North America,60,High School,Businessperson,27870.122647227938,No,Yes,Multiple,High,Clean,No,No,Canada,0,Male,Single,1
O-1,Asia,32,Master,Professor,33400.73242523977,Yes,No,Once,High,Clean,No,No,China,1,Male,Single,1
F-1,South America,26,Bachelor,Athlete,61644.91558547412,Yes,No,Multiple,Medium,Clean,No,No,Colombia,1,Female,Divorced,2
B-1,Asia,10,Bachelor,Professor,26769.102616352815,Yes,No,Never,High,Negative Content,No,No,China,1,Female,Married,0
O-1,Europe,38,High School,Technician,0.0,No,No,Never,Medium,Clean,No,No,Germany,0,Male,Married,2
B-2,Africa,6,PhD,Scientist,70351.06292382872,Yes,No,Multiple,Medium,Clean,No,No,South Africa,1,Female,Married,1
TN,Africa,45,High School,Businessperson,40453.2584453249,No,No,Never,Medium,Clean,No,Yes,South Africa,0,Female,Divorced,0
TN,Africa,4,Bachelor,Student,41522.747540461176,Yes,No,Never,Medium,Clean,No,No,Ghana,1,Male,Married,0
J-1,Europe,30,Master,Professor,31534.619533205845,Yes,No,Never,Medium,Clean,No,No,UK,1,Female,Single,2
F-1,Africa,28,Master,Businessperson,51654.32079795351,Yes,No,Never,Medium,Clean,No,No,Nigeria,1,Female,Married,1
O-1,Europe,72,Master,Technician,33892.87796051814,Yes,No,Multiple,Medium,Clean,No,No,Russia,1,Male,Married,1
TN,Africa,67,Bachelor,Businessperson,54824.9125791033,Yes,No,Never,High,Clean,No,No,Ghana,1,Female,Married,1
J-1,North America,1,Bachelor,Technician,36078.01652004922,Yes,No,Once,Medium,Clean,No,No,Mexico,1,Other,Single,0
O-1,Asia,80,Bachelor,Scientist,28130.54141941698,Yes,No,Once,Medium,Clean,No,No,Pakistan,1,Female,Single,0
J-1,Europe,60,High School,Scientist,44536.14007520528,Yes,No,Once,High,Clean,No,No,France,1,Female,Divorced,1
F-1,Europe,0,Bachelor,Student,16568.707206232342,No,No,Multiple,Medium,Clean,No,No,Germany,1,Male,Married,1
B-2,Asia,51,Master,Professor,61939.6406610565,No,No,Multiple,High,Clean,No,Yes,China,1,Other,Single,0
J-1,North America,72,High School,Student,77881.27911858523,No,No,Multiple,Medium,Clean,No,No,Mexico,0,Female,Single,0
B-2,Asia,19,High School,Businessperson,0.0,Yes,No,Multiple,High,Clean,No,No,India,1,Female,Single,0
B-2,Europe,35,High School,Businessperson,7334.6753863670165,Yes,No,Multiple,Medium,Clean,No,No,France,1,Female,Married,0
TN,Africa,74,Master,Professor,6543.493631212539,Yes,No,Never,Medium,Clean,No,No,Kenya,1,Female,Single,0
TN,Africa,49,Master,Athlete,20258.929564554077,Yes,No,Never,Medium,Clean,No,No,Nigeria,1,Female,Married,2
B-1,North America,61,Bachelor,Scientist,12994.462069316032,No,Yes,Multiple,High,Clean,No,No,Mexico,1,Female,Single,1
O-1,Europe,19,High School,Scientist,46649.65334139361,No,No,Multiple,Medium,Clean,No,Yes,UK,0,Female,Married,2
F-1,Europe,75,Bachelor,Professor,39976.032403321056,Yes,No,Never,Medium,Clean,No,No,France,1,Male,Widowed,0
B-1,North America,20,Bachelor,Athlete,27521.21788214738,Yes,No,Never,Medium,Clean,No,No,Mexico,1,Female,Married,0
L-1,South America,18,High School,Scientist,5854.53165845789,No,No,Once,Medium,Clean,No,No,Colombia,0,Other,Single,0
TN,North America,35,High School,Technician,48346.73113228184,Yes,No,Multiple,Low,Clean,No,Yes,Guatemala,1,Male,Single,0
O-1,Asia,47,High School,Scientist,38019.177501347964,Yes,No,Never,High,Clean,No,No,Philippines,1,Female,Single,1
B-1,Asia,39,High School,Athlete,30523.843137950244,Yes,No,Never,High,Clean,No,No,China,1,Male,Single,1
J-1,South America,62,Master,Technician,83931.34460983609,No,No,Never,Medium,Clean,No,No,Argentina,1,Female,Single,1
J-1,Asia,79,Bachelor,Businessperson,4609.529155740147,Yes,No,Multiple,High,Clean,No,No,China,1,Male,Single,1
J-1,North America,74,Bachelor,Athlete,37160.42394668084,No,Yes,Never,Medium,Clean,No,No,Guatemala,0,Female,Widowed,1
L-1,Asia,68,Bachelor,Scientist,10367.679563432492,No,No,Never,Medium,Clean,No,No,India,1,Female,Married,0
B-2,North America,32,High School,Scientist,50559.147651084335,Yes,No,Once,Medium,Clean,No,No,Guatemala,1,Female,Single,2
TN,Asia,65,Bachelor,Businessperson,26597.57511582628,Yes,No,Once,Medium,Clean,No,No,Pakistan,1,Male,Married,1
J-1,Asia,14,Bachelor,Businessperson,28704.13367819292,Yes,No,Multiple,Medium,Clean,No,No,China,1,Male,Married,2
O-1,Africa,32,Bachelor,Technician,45322.72311006336,No,No,Once,High,Clean,No,No,Kenya,1,Male,Single,1
O-1,Africa,35,Master,Student,7433.054978572371,Yes,Yes,Never,Medium,Clean,No,No,Nigeria,1,Male,Married,1
TN,North America,19,Master,Businessperson,3181.7677021300697,Yes,No,Never,Medium,Clean,No,No,Mexico,1,Male,Divorced,1
B-1,South America,34,Bachelor,Athlete,26417.600709414688,Yes,No,Multiple,High,Clean,No,Yes,Colombia,1,Female,Married,2
B-2,Africa,0,Bachelor,Athlete,44593.65432758219,Yes,No,Multiple,High,Clean,No,No,Kenya,1,Female,Divorced,0
B-1,North America,21,High School,Student,56892.13411281924,Yes,No,Once,High,Clean,Yes,No,Guatemala,1,Male,Single,1
B-1,North America,26,PhD,Businessperson,31635.079226061345,Yes,No,Multiple,Medium,Clean,No,No,Canada,1,Female,Married,1
J-1,Africa,52,Bachelor,Businessperson,12074.33582023032,No,No,Never,High,Clean,No,No,Ghana,1,Female,Divorced,1
B-1,South America,21,Master,Student,27497.417982769442,Yes,No,Multiple,High,Clean,No,No,Colombia,1,Female,Married,1
TN,Asia,37,Master,Athlete,23535.344466450013,Yes,No,Once,High,Clean,No,No,Philippines,1,Male,Married,0
L-1,South America,8,Bachelor,Athlete,39019.20458290711,Yes,No,Never,Low,Clean,No,No,Brazil,1,Male,Married,1
O-1,Africa,41,Master,Professor,48752.927616199784,Yes,No,Never,High,Clean,No,Yes,Ghana,1,Male,Married,2
O-1,North America,73,High School,Businessperson,50737.610458874355,Yes,No,Multiple,High,Clean,No,Yes,Mexico,1,Female,Single,1
O-1,Africa,37,PhD,Businessperson,36720.219948106474,Yes,No,Never,High,Clean,No,No,South Africa,1,Female,Married,1
TN,Africa,52,Bachelor,Student,57281.98225331081,Yes,No,Once,High,Clean,No,Yes,Nigeria,1,Female,Married,1
B-2,Africa,52,PhD,Professor,15265.379738439791,No,No,Multiple,Medium,Clean,No,No,Ghana,1,Male,Married,2
J-1,Africa,44,High School,Scientist,42549.29245429983,Yes,No,Never,Medium,Clean,No,No,Ghana,1,Female,Married,0
J-1,South America,33,PhD,Scientist,23868.40589495097,Yes,No,Once,Low,Clean,No,No,Argentina,1,Female,Single,3
TN,Europe,52,Bachelor,Technician,22420.146515665994,Yes,No,Never,Medium,Clean,No,No,Germany,1,Female,Married,1
B-1,Africa,79,Bachelor,Scientist,204.09577179222106,No,No,Multiple,High,Clean,No,No,Ghana,1,Female,Single,2
B-1,South America,34,Bachelor,Scientist,21494.84768734881,Yes,No,Never,Medium,Clean,No,No,Colombia,1,Female,Married,2
F-1,South America,49,Bachelor,Technician,36034.71874123204,No,No,Multiple,High,Clean,No,No,Argentina,1,Female,Married,0
F-1,Africa,46,High School,Athlete,58104.94150080827,Yes,No,Multiple,Medium,Clean,No,No,Nigeria,1,Female,Single,1
J-1,South America,14,High School,Scientist,23728.13684813145,No,No,Multiple,Medium,Clean,No,No,Brazil,0,Male,Married,0
TN,Africa,27,Bachelor,Businessperson,55050.37942089717,Yes,No,Never,High,Clean,Yes,No,South Africa,1,Male,Single,1
J-1,North America,51,Bachelor,Businessperson,19341.689745729236,Yes,No,Never,Medium,Clean,No,No,Canada,1,Male,Single,4
B-1,Asia,48,PhD,Businessperson,23060.087875795485,No,No,Never,Medium,Clean,No,No,Pakistan,1,Female,Single,2
TN,South America,9,None,Professor,14925.819687093628,Yes,No,Never,High,Clean,Yes,No,Argentina,1,Male,Single,2
L-1,Europe,2,High School,Student,45256.08669700093,Yes,No,Never,Medium,Clean,No,No,Germany,1,Male,Single,1
L-1,Europe,14,Bachelor,Businessperson,25965.920088329316,Yes,No,Never,Medium,Clean,Yes,No,France,1,Male,Single,2
O-1,North America,20,Master,Student,13414.899698841531,Yes,No,Once,High,Clean,No,No,Mexico,1,Female,Married,2
B-1,South America,51,Master,Athlete,18763.240686366506,Yes,No,Once,Medium,Clean,No,No,Argentina,1,Female,Single,1
TN,North America,38,High School,Student,78711.01767614386,No,No,Once,High,Clean,No,No,Canada,1,Female,Married,1
F-1,Europe,2,Bachelor,Businessperson,46819.48468438008,Yes,No,Never,High,Clean,No,No,Germany,1,Other,Single,0
F-1,North America,47,High School,Technician,29952.21259066307,Yes,No,Multiple,Medium,Clean,No,No,Mexico,1,Male,Single,2
L-1,Africa,71,Master,Technician,54315.92774239411,Yes,No,Never,Medium,Clean,No,No,South Africa,1,Female,Single,0
J-1,Asia,71,Master,Businessperson,32622.46924777129,Yes,No,Multiple,High,Clean,No,No,Philippines,1,Female,Single,0
B-1,Africa,60,None,Student,32585.097708791254,Yes,No,Multiple,Medium,Clean,No,No,Kenya,1,Female,Married,0
O-1,South America,31,Bachelor,Professor,11421.06616783909,Yes,No,Once,High,Clean,No,No,Argentina,1,Female,Married,2
O-1,Europe,56,High School,Professor,5963.185719877401,Yes,Yes,Never,Medium,Clean,No,No,Russia,0,Female,Married,0
J-1,South America,71,Bachelor,Professor,0.0,Yes,No,Never,High,Clean,No,No,Colombia,1,Female,Single,0
F-1,North America,55,Bachelor,Student,53388.761772594255,No,No,Never,High,Clean,No,No,Canada,1,Female,Married,5
L-1,Asia,48,Bachelor,Technician,19961.31526861904,Yes,No,Once,Medium,Clean,No,No,India,1,Female,Single,0
J-1,Africa,30,Bachelor,Professor,58162.37472332788,No,No,Multiple,Low,Clean,No,No,Ghana,1,Male,Single,0
F-1,Africa,35,PhD,Professor,48564.911027353905,Yes,No,Never,High,Clean,No,No,Ghana,1,Male,Single,1
F-1,Asia,44,Bachelor,Businessperson,34499.334355759805,No,No,Never,High,Negative Content,No,No,Philippines,1,Female,Married,3
TN,Asia,64,PhD,Businessperson,26350.769731697703,Yes,No,Never,High,Clean,No,No,India,1,Female,Married,3
O-1,North America,5,High School,Scientist,21060.646363937223,Yes,No,Multiple,Low,Clean,No,No,Mexico,1,Female,Married,0
F-1,Africa,63,Master,Athlete,17904.785582302742,Yes,No,Once,High,Clean,No,No,Kenya,1,Male,Single,1
J-1,Europe,14,Bachelor,Student,20155.50138192394,No,No,Never,Low,Clean,No,No,UK,1,Female,Single,0
B-2,Asia,14,Master,Scientist,30510.731248463268,Yes,No,Never,High,Clean,No,No,Pakistan,1,Female,Single,2
L-1,North America,41,PhD,Technician,15850.635951702041,Yes,No,Never,Medium,Clean,No,No,Guatemala,1,Other,Married,2
F-1,Asia,8,High School,Professor,17837.52274382541,No,No,Never,High,Clean,No,No,India,1,Female,Married,2
J-1,South America,65,High School,Businessperson,43431.92386133425,No,No,Never,Medium,Clean,No,No,Colombia,0,Male,Married,1
O-1,Asia,73,Bachelor,Student,55298.23325284553,Yes,No,Never,Medium,Clean,No,No,China,1,Male,Married,2
B-1,South America,60,High School,Technician,35802.721072292225,No,No,Never,High,Clean,No,No,Brazil,1,Female,Married,2
O-1,South America,60,PhD,Professor,6037.975103452263,No,No,Never,High,Clean,No,No,Colombia,1,Female,Married,1
TN,Europe,36,Bachelor,Athlete,49053.53018307939,Yes,No,Never,Low,Clean,No,No,Russia,1,Female,Married,2
L-1,South America,26,Bachelor,Technician,46010.467986774725,Yes,No,Never,Medium,Clean,No,No,Brazil,1,Male,Divorced,0
B-1,South America,28,Master,Technician,76665.37156192656,Yes,No,Once,High,Negative Content,No,No,Colombia,1,Other,Married,2
B-1,South America,63,Master,Technician,17302.4121183635,Yes,No,Never,Medium,Clean,No,No,Argentina,1,Female,Single,0
O-1,Asia,11,High School,Businessperson,11664.810203404646,Yes,No,Never,Medium,Clean,No,No,India,1,Male,Married,0
J-1,Asia,49,PhD,Technician,0.0,Yes,No,Once,Medium,Clean,No,No,China,1,Female,Single,2
O-1,North America,46,High School,Student,39024.95275987387,Yes,No,Multiple,Low,Clean,No,No,Canada,1,Male,Single,2
B-2,Africa,9,Master,Technician,0.0,Yes,No,Never,High,Clean,No,No,Ghana,1,Male,Married,1
J-1,Europe,11,Master,Student,59321.78110201255,No,Yes,Never,High,Clean,No,No,UK,1,Male,Single,2
J-1,Asia,55,Bachelor,Scientist,38605.08927759601,No,No,Never,High,Clean,No,No,India,1,Male,Single,4
L-1,North America,38,PhD,Professor,0.0,No,No,Never,High,Clean,No,No,Canada,1,Male,Widowed,3
TN,North America,64,Bachelor,Scientist,46153.72744996543,Yes,No,Never,High,Negative Content,No,No,Canada,1,Male,Single,1
TN,Europe,7,Master,Student,43609.94099764013,Yes,No,Never,Low,Clean,No,Yes,France,1,Male,Married,2
J-1,North America,48,Master,Technician,62728.90703519995,Yes,No,Once,High,Clean,No,No,Canada,1,Other,Widowed,1
L-1,Asia,36,High School,Technician,25498.72055049402,No,No,Never,Low,Clean,No,No,China,0,Male,Married,0
F-1,South America,76,PhD,Professor,11198.870111485725,Yes,No,Once,Medium,Clean,No,Yes,Argentina,1,Male,Single,1
L-1,Asia,11,High School,Technician,62069.849077728155,Yes,No,Never,Low,Clean,No,No,Pakistan,1,Male,Married,3
TN,North America,14,PhD,Technician,42194.38909945996,Yes,No,Never,Medium,Clean,Yes,No,Guatemala,1,Female,Married,2
J-1,Africa,29,High School,Athlete,27628.600459840196,Yes,Yes,Once,High,Clean,No,No,Ghana,1,Male,Married,3
F-1,Africa,2,Master,Scientist,0.0,Yes,No,Never,Medium,Clean,No,No,Kenya,1,Male,Single,2
F-1,South America,62,Master,Businessperson,2810.4782652933573,Yes,No,Multiple,Medium,Clean,No,No,Colombia,1,Male,Single,2
B-2,North America,55,Master,Businessperson,31912.877840595454,Yes,No,Never,Low,Clean,No,No,Canada,1,Female,Single,2
O-1,South America,50,High School,Professor,18100.75744318298,Yes,No,Never,High,Clean,No,No,Colombia,1,Female,Single,0
J-1,South America,7,High School,Student,16711.188364173213,Yes,No,Never,Medium,Clean,No,No,Brazil,1,Male,Single,0
B-1,South America,57,None,Professor,60443.536938880075,Yes,No,Never,High,Clean,No,No,Argentina,1,Male,Single,0
O-1,Africa,30,PhD,Technician,51185.57190286271,Yes,No,Once,Medium,Clean,No,No,Nigeria,1,Male,Married,0
J-1,Europe,60,None,Businessperson,32189.387335726697,Yes,No,Once,High,Clean,No,No,Russia,1,Male,Single,2
B-1,North America,13,Master,Professor,19212.020031417967,Yes,No,Never,Medium,Clean,No,No,Mexico,1,Male,Single,2
O-1,South America,54,Bachelor,Scientist,16825.341996541752,Yes,No,Never,High,Clean,No,No,Argentina,1,Male,Married,3
TN,South America,38,High School,Businessperson,43762.594541385835,No,No,Never,Medium,Clean,No,No,Colombia,0,Female,Single,2
B-2,Asia,47,Bachelor,Technician,24035.48782566445,Yes,No,Once,Medium,Clean,No,No,Pakistan,1,Female,Single,2
J-1,Asia,58,Bachelor,Businessperson,0.0,Yes,No,Never,High,Clean,No,No,China,1,Female,Married,0
O-1,Asia,9,Bachelor,Student,29412.447908225517,Yes,No,Multiple,Medium,Negative Content,No,No,India,1,Female,Married,1
B-2,North America,45,High School,Scientist,40258.76724944151,Yes,No,Never,Low,Clean,No,No,Mexico,1,Male,Married,1
B-1,Europe,44,Bachelor,Businessperson,84326.03783748011,No,No,Once,High,Clean,No,No,UK,1,Female,Single,3
L-1,North America,52,Bachelor,Athlete,6355.095206796683,Yes,No,Multiple,High,Clean,No,Yes,Canada,1,Male,Widowed,3
TN,North America,2,High School,Student,30231.353599547954,Yes,No,Never,High,Clean,No,Yes,Guatemala,1,Female,Divorced,1
J-1,Africa,50,Bachelor,Businessperson,51153.58971925765,No,No,Multiple,High,Clean,No,No,South Africa,1,Male,Married,4
F-1,North America,4,High School,Student,41105.81612069925,Yes,No,Never,High,Clean,No,Yes,Canada,1,Male,Married,2
F-1,Asia,60,High School,Athlete,0.0,Yes,No,Multiple,High,Clean,No,No,India,1,Female,Single,1
B-2,Asia,69,Bachelor,Scientist,26215.45319654865,Yes,No,Never,Medium,Clean,No,No,Philippines,1,Male,Married,3
TN,South America,35,Bachelor,Athlete,58192.06082981495,No,Yes,Once,Medium,Clean,No,No,Colombia,0,Female,Married,0
L-1,South America,10,High School,Professor,4284.165862572667,Yes,No,Once,High,Clean,No,No,Brazil,1,Female,Single,3
F-1,Asia,67,Master,Professor,37134.67878060798,Yes,No,Multiple,High,Clean,No,No,China,1,Male,Divorced,1
F-1,North America,19,High School,Technician,13174.93574922638,Yes,No,Multiple,High,Clean,No,Yes,Mexico,1,Female,Married,2
J-1,North America,60,None,Scientist,3214.038830524445,No,No,Once,Medium,Clean,No,No,Canada,0,Female,Married,0
F-1,Europe,34,None,Technician,31303.769577682553,No,No,Multiple,High,Clean,No,No,France,1,Female,Single,2
TN,North America,9,Master,Student,44037.94892283337,Yes,Yes,Never,Low,Clean,No,No,Canada,1,Male,Single,3
TN,Africa,60,Bachelor,Technician,15223.272293781638,Yes,No,Never,Medium,Clean,No,Yes,South Africa,1,Female,Widowed,2
B-1,Africa,71,Bachelor,Professor,12618.43925148106,Yes,No,Never,High,Clean,No,No,Nigeria,1,Female,Single,4
B-2,North America,12,Bachelor,Technician,40689.82348027262,Yes,No,Never,High,Clean,No,Yes,Guatemala,1,Female,Married,1
TN,South America,46,High School,Scientist,30399.722946296264,Yes,No,Multiple,Medium,Clean,No,No,Colombia,1,Female,Single,0
O-1,South America,35,PhD,Student,0.0,No,No,Once,High,Clean,No,No,Argentina,1,Male,Single,0
F-1,South America,29,High School,Businessperson,25385.799210167974,Yes,No,Once,Low,Clean,No,No,Colombia,1,Female,Single,2
J-1,Africa,32,Master,Professor,33351.785066118566,No,No,Never,Medium,Clean,No,No,Nigeria,1,Male,Single,1
O-1,Asia,57,Bachelor,Athlete,39223.232535770956,Yes,No,Never,High,Clean,No,No,China,1,Female,Single,0
B-1,Europe,52,PhD,Athlete,36699.702292691036,Yes,No,Once,Medium,Clean,No,No,France,1,Female,Single,1
O-1,South America,24,Master,Scientist,36574.11302124924,Yes,No,Once,Medium,Clean,No,No,Argentina,1,Male,Married,2
F-1,North America,15,Master,Technician,47688.049996394184,No,No,Never,High,Clean,No,No,Mexico,1,Male,Single,0
B-2,Asia,3,PhD,Student,0.0,No,No,Never,High,Clean,No,No,Pakistan,1,Male,Divorced,2
B-2,Europe,78,High School,Technician,3367.299710674757,Yes,No,Multiple,High,Clean,No,No,Russia,1,Male,Single,1
TN,Asia,67,High School,Businessperson,31231.119218418873,Yes,No,Never,High,Clean,No,No,Pakistan,1,Male,Single,0
B-2,North America,29,Master,Athlete,4788.19599723984,Yes,No,Never,High,Clean,No,No,Canada,1,Male,Married,2
F-1,Asia,4,High School,Technician,52676.40639588944,Yes,Yes,Multiple,Medium,Clean,No,No,China,0,Female,Married,1
B-1,Europe,23,Bachelor,Professor,41652.032804119204,Yes,No,Once,High,Clean,No,No,Germany,1,Male,Single,1
TN,North America,63,Bachelor,Athlete,16355.696977056496,Yes,No,Never,High,Clean,No,No,Mexico,1,Male,Married,1
